link, likes, dislikes, level, accepted, submissions, acceptance_rate
https://leetcode.com/problems/two-sum, 28858, 924, Easy, 5875606, 12187924, 0.48
https://leetcode.com/problems/add-two-numbers, 16185, 3464, Medium, 2485597, 6578107, 0.38
https://leetcode.com/problems/longest-substring-without-repeating-characters, 21030, 943, Medium, 2935411, 8956418, 0.33
https://leetcode.com/problems/median-of-two-sorted-arrays, 14713, 1852, Hard, 1241990, 3700313, 0.34
https://leetcode.com/problems/longest-palindromic-substring, 15730, 925, Medium, 1670684, 5278682, 0.32
https://leetcode.com/problems/zigzag-conversion, 3291, 7687, Medium, 707031, 1732390, 0.41
https://leetcode.com/problems/reverse-integer, 6504, 9229, Medium, 1935216, 7312912, 0.26
https://leetcode.com/problems/string-to-integer-atoi, 1329, 3744, Medium, 931780, 5668513, 0.16
https://leetcode.com/problems/palindrome-number, 5045, 2011, Easy, 1813498, 3482824, 0.52
https://leetcode.com/problems/regular-expression-matching, 7475, 1058, Hard, 639634, 2270682, 0.28
https://leetcode.com/problems/container-with-most-water, 14183, 854, Medium, 1283049, 2404744, 0.53
https://leetcode.com/problems/integer-to-roman, 2749, 3779, Medium, 626707, 1063625, 0.59
https://leetcode.com/problems/roman-to-integer, 3053, 215, Easy, 1362602, 2357072, 0.58
https://leetcode.com/problems/longest-common-prefix, 6806, 2766, Easy, 1407836, 3628250, 0.39
https://leetcode.com/problems/3sum, 15801, 1514, Medium, 1745725, 5724105, 0.3
https://leetcode.com/problems/3sum-closest, 5166, 229, Medium, 740842, 1575984, 0.47
https://leetcode.com/problems/letter-combinations-of-a-phone-number, 8824, 628, Medium, 1077746, 2038861, 0.53
https://leetcode.com/problems/4sum, 5493, 631, Medium, 537309, 1452926, 0.37
https://leetcode.com/problems/remove-nth-node-from-end-of-list, 8638, 411, Medium, 1225290, 3244261, 0.38
https://leetcode.com/problems/valid-parentheses, 11062, 463, Easy, 1942632, 4783604, 0.41
https://leetcode.com/problems/merge-two-sorted-lists, 10366, 985, Easy, 1918608, 3239778, 0.59
https://leetcode.com/problems/generate-parentheses, 11508, 448, Medium, 967863, 1397806, 0.69
https://leetcode.com/problems/merge-k-sorted-lists, 10250, 423, Hard, 1124128, 2452221, 0.46
https://leetcode.com/problems/swap-nodes-in-pairs, 5530, 268, Medium, 765213, 1343179, 0.57
https://leetcode.com/problems/reverse-nodes-in-k-group, 6178, 469, Hard, 466610, 933990, 0.5
https://leetcode.com/problems/remove-duplicates-from-sorted-array, 5731, 9240, Easy, 1924174, 3996643, 0.48
https://leetcode.com/problems/remove-element, 3124, 4780, Easy, 1148334, 2260081, 0.51
https://leetcode.com/problems/implement-strstr, 3483, 3274, Easy, 1134123, 3179992, 0.36
https://leetcode.com/problems/divide-two-integers, 2489, 8829, Medium, 442805, 2596463, 0.17
https://leetcode.com/problems/substring-with-concatenation-of-all-words, 1721, 1756, Hard, 239957, 866240, 0.28
https://leetcode.com/problems/next-permutation, 8667, 2926, Medium, 693338, 1968246, 0.35
https://leetcode.com/problems/longest-valid-parentheses, 7003, 241, Hard, 452575, 1459150, 0.31
https://leetcode.com/problems/search-in-rotated-sorted-array, 12394, 829, Medium, 1319578, 3530345, 0.37
https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array, 9139, 267, Medium, 974938, 2465606, 0.4
https://leetcode.com/problems/search-insert-position, 6609, 377, Easy, 1234378, 2901854, 0.43
https://leetcode.com/problems/valid-sudoku, 4372, 667, Medium, 659548, 1214950, 0.54
https://leetcode.com/problems/sudoku-solver, 4509, 139, Hard, 320847, 608365, 0.53
https://leetcode.com/problems/count-and-say, 1159, 3114, Medium, 592730, 1232028, 0.48
https://leetcode.com/problems/combination-sum, 8932, 206, Medium, 951759, 1491595, 0.64
https://leetcode.com/problems/combination-sum-ii, 4463, 121, Medium, 508460, 978397, 0.52
https://leetcode.com/problems/first-missing-positive, 8414, 1241, Hard, 620884, 1743653, 0.36
https://leetcode.com/problems/trapping-rain-water, 16481, 235, Hard, 1014507, 1827114, 0.56
https://leetcode.com/problems/multiply-strings, 3946, 1573, Medium, 475323, 1275603, 0.37
https://leetcode.com/problems/wildcard-matching, 4184, 185, Hard, 360841, 1369043, 0.26
https://leetcode.com/problems/jump-game-ii, 7091, 263, Medium, 533970, 1472316, 0.36
https://leetcode.com/problems/permutations, 9005, 171, Medium, 1055405, 1483461, 0.71
https://leetcode.com/problems/permutations-ii, 4390, 90, Medium, 563672, 1059709, 0.53
https://leetcode.com/problems/rotate-image, 7928, 453, Medium, 793639, 1213394, 0.65
https://leetcode.com/problems/group-anagrams, 8134, 279, Medium, 1217372, 1924222, 0.63
https://leetcode.com/problems/powx-n, 3869, 4936, Medium, 818565, 2556818, 0.32
https://leetcode.com/problems/n-queens, 5039, 142, Hard, 336438, 600207, 0.56
https://leetcode.com/problems/maximum-subarray, 18135, 862, Easy, 2050565, 4153733, 0.49
https://leetcode.com/problems/spiral-matrix, 6159, 791, Medium, 661921, 1639882, 0.4
https://leetcode.com/problems/jump-game, 9720, 560, Medium, 895866, 2397449, 0.37
https://leetcode.com/problems/merge-intervals, 11922, 482, Medium, 1275136, 2879701, 0.44
https://leetcode.com/problems/insert-interval, 4251, 315, Medium, 456257, 1231472, 0.37
https://leetcode.com/problems/length-of-last-word, 589, 53, Easy, 663696, 1825001, 0.36
https://leetcode.com/problems/spiral-matrix-ii, 2489, 159, Medium, 299697, 487096, 0.62
https://leetcode.com/problems/permutation-sequence, 3306, 386, Hard, 256402, 617739, 0.42
https://leetcode.com/problems/rotate-list, 3914, 1230, Medium, 476242, 1419417, 0.34
https://leetcode.com/problems/unique-paths, 7833, 278, Medium, 850835, 1434832, 0.59
https://leetcode.com/problems/unique-paths-ii, 4181, 357, Medium, 472982, 1273921, 0.37
https://leetcode.com/problems/minimum-path-sum, 6612, 92, Medium, 658133, 1119847, 0.59
https://leetcode.com/problems/valid-number, 447, 808, Hard, 254394, 1435158, 0.18
https://leetcode.com/problems/plus-one, 3602, 3924, Easy, 1084741, 2555114, 0.42
https://leetcode.com/problems/add-binary, 4519, 503, Easy, 778211, 1556118, 0.5
https://leetcode.com/problems/text-justification, 1570, 2659, Hard, 225502, 661455, 0.34
https://leetcode.com/problems/sqrtx, 3258, 2978, Easy, 939474, 2593524, 0.36
https://leetcode.com/problems/climbing-stairs, 10208, 315, Easy, 1376026, 2718091, 0.51
https://leetcode.com/problems/simplify-path, 1256, 301, Medium, 356870, 956874, 0.37
https://leetcode.com/problems/edit-distance, 7563, 88, Hard, 436732, 872931, 0.5
https://leetcode.com/problems/set-matrix-zeroes, 5862, 453, Medium, 609621, 1281175, 0.48
https://leetcode.com/problems/search-a-2d-matrix, 5869, 240, Medium, 641188, 1519075, 0.42
https://leetcode.com/problems/sort-colors, 8599, 379, Medium, 911251, 1692747, 0.54
https://leetcode.com/problems/minimum-window-substring, 9282, 515, Hard, 690744, 1795926, 0.38
https://leetcode.com/problems/combinations, 3595, 121, Medium, 474437, 757557, 0.63
https://leetcode.com/problems/subsets, 8365, 133, Medium, 965283, 1384276, 0.7
https://leetcode.com/problems/word-search, 8325, 312, Medium, 879324, 2236671, 0.39
https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii, 2553, 859, Medium, 375787, 776934, 0.48
https://leetcode.com/problems/search-in-rotated-sorted-array-ii, 3256, 646, Medium, 364001, 1059085, 0.34
https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii, 4389, 146, Medium, 413936, 980609, 0.42
https://leetcode.com/problems/remove-duplicates-from-sorted-list, 4121, 176, Easy, 777008, 1602254, 0.48
https://leetcode.com/problems/largest-rectangle-in-histogram, 8949, 135, Hard, 470000, 1168082, 0.4
https://leetcode.com/problems/maximal-rectangle, 6088, 102, Hard, 281457, 666677, 0.42
https://leetcode.com/problems/partition-list, 3138, 465, Medium, 323520, 685063, 0.47
https://leetcode.com/problems/scramble-string, 1298, 911, Hard, 139483, 393797, 0.35
https://leetcode.com/problems/merge-sorted-array, 3197, 322, Easy, 1224753, 2838937, 0.43
https://leetcode.com/problems/gray-code, 1331, 2185, Medium, 225808, 412338, 0.55
https://leetcode.com/problems/subsets-ii, 4300, 137, Medium, 458848, 875825, 0.52
https://leetcode.com/problems/decode-ways, 6237, 3716, Medium, 722456, 2440097, 0.3
https://leetcode.com/problems/reverse-linked-list-ii, 5482, 263, Medium, 446974, 1040131, 0.43
https://leetcode.com/problems/restore-ip-addresses, 2474, 618, Medium, 281478, 686932, 0.41
https://leetcode.com/problems/binary-tree-inorder-traversal, 6811, 300, Easy, 1322594, 1892963, 0.7
https://leetcode.com/problems/unique-binary-search-trees-ii, 4388, 286, Medium, 290685, 599497, 0.48
https://leetcode.com/problems/unique-binary-search-trees, 6644, 265, Medium, 454596, 786927, 0.58
https://leetcode.com/problems/interleaving-string, 3519, 189, Medium, 247900, 720160, 0.34
https://leetcode.com/problems/validate-binary-search-tree, 8694, 836, Medium, 1274471, 4226170, 0.3
https://leetcode.com/problems/recover-binary-search-tree, 3813, 143, Medium, 264810, 579994, 0.46
https://leetcode.com/problems/same-tree, 4950, 119, Easy, 934905, 1694601, 0.55
https://leetcode.com/problems/symmetric-tree, 8538, 211, Easy, 1135878, 2228665, 0.51
https://leetcode.com/problems/binary-tree-level-order-traversal, 7130, 145, Medium, 1116848, 1858264, 0.6
https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal, 5148, 163, Medium, 648255, 1226384, 0.53
https://leetcode.com/problems/maximum-depth-of-binary-tree, 5809, 114, Easy, 1469075, 2072015, 0.71
https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal, 7554, 191, Medium, 646718, 1143048, 0.57
https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal, 4079, 69, Medium, 373621, 685948, 0.54
https://leetcode.com/problems/binary-tree-level-order-traversal-ii, 2886, 268, Medium, 475775, 821242, 0.58
https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree, 5695, 335, Easy, 685363, 1051960, 0.65
https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree, 4209, 110, Medium, 354810, 648520, 0.55
https://leetcode.com/problems/balanced-binary-tree, 5070, 277, Easy, 698538, 1508853, 0.46
https://leetcode.com/problems/minimum-depth-of-binary-tree, 3628, 923, Easy, 694852, 1656784, 0.42
https://leetcode.com/problems/path-sum, 4851, 747, Easy, 799259, 1781369, 0.45
https://leetcode.com/problems/path-sum-ii, 4261, 100, Medium, 538812, 1012577, 0.53
https://leetcode.com/problems/flatten-binary-tree-to-linked-list, 6395, 448, Medium, 561581, 988155, 0.57
https://leetcode.com/problems/distinct-subsequences, 3029, 135, Hard, 206536, 492553, 0.42
https://leetcode.com/problems/populating-next-right-pointers-in-each-node, 5748, 216, Medium, 674544, 1213187, 0.56
https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii, 3373, 228, Medium, 407023, 891704, 0.46
https://leetcode.com/problems/pascals-triangle, 4779, 190, Easy, 701482, 1120050, 0.63
https://leetcode.com/problems/pascals-triangle-ii, 2196, 254, Easy, 476600, 845303, 0.56
https://leetcode.com/problems/triangle, 4359, 371, Medium, 385034, 772841, 0.5
https://leetcode.com/problems/best-time-to-buy-and-sell-stock, 14102, 480, Easy, 1900959, 3536920, 0.54
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii, 6707, 2306, Medium, 1066580, 1737303, 0.61
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii, 5262, 112, Hard, 359036, 841681, 0.43
https://leetcode.com/problems/binary-tree-maximum-path-sum, 8401, 503, Hard, 666884, 1789392, 0.37
https://leetcode.com/problems/valid-palindrome, 3035, 4791, Easy, 1124543, 2758811, 0.41
https://leetcode.com/problems/word-ladder-ii, 3372, 327, Hard, 276568, 1045168, 0.26
https://leetcode.com/problems/word-ladder, 6648, 1557, Hard, 694950, 2022731, 0.34
https://leetcode.com/problems/longest-consecutive-sequence, 8194, 363, Medium, 588699, 1217092, 0.48
https://leetcode.com/problems/sum-root-to-leaf-numbers, 3799, 76, Medium, 427505, 764042, 0.56
https://leetcode.com/problems/surrounded-regions, 4382, 1081, Medium, 386161, 1159968, 0.33
https://leetcode.com/problems/palindrome-partitioning, 5989, 180, Medium, 419520, 718624, 0.58
https://leetcode.com/problems/palindrome-partitioning-ii, 3045, 76, Hard, 195173, 591258, 0.33
https://leetcode.com/problems/clone-graph, 4625, 2144, Medium, 618981, 1370047, 0.45
https://leetcode.com/problems/gas-station, 5285, 564, Medium, 379435, 857521, 0.44
https://leetcode.com/problems/candy, 2537, 241, Hard, 202492, 554460, 0.37
https://leetcode.com/problems/single-number, 8465, 297, Easy, 1466632, 2142542, 0.68
https://leetcode.com/problems/single-number-ii, 3638, 462, Medium, 329201, 587401, 0.56
https://leetcode.com/problems/copy-list-with-random-pointer, 7148, 916, Medium, 700389, 1522475, 0.46
https://leetcode.com/problems/word-break, 9413, 420, Medium, 986159, 2240128, 0.44
https://leetcode.com/problems/word-break-ii, 4300, 469, Hard, 413227, 1010595, 0.41
https://leetcode.com/problems/linked-list-cycle, 6800, 724, Easy, 1246159, 2773329, 0.45
https://leetcode.com/problems/linked-list-cycle-ii, 6509, 439, Medium, 613617, 1408719, 0.44
https://leetcode.com/problems/reorder-list, 5203, 198, Medium, 435595, 937003, 0.46
https://leetcode.com/problems/binary-tree-preorder-traversal, 3591, 116, Easy, 849915, 1381985, 0.61
https://leetcode.com/problems/binary-tree-postorder-traversal, 3708, 134, Easy, 648584, 1032955, 0.63
https://leetcode.com/problems/lru-cache, 11907, 473, Medium, 977620, 2496533, 0.39
https://leetcode.com/problems/insertion-sort-list, 1838, 781, Medium, 274537, 568685, 0.48
https://leetcode.com/problems/sort-list, 5856, 200, Medium, 428195, 858168, 0.5
https://leetcode.com/problems/max-points-on-a-line, 794, 149, Hard, 216509, 1091278, 0.2
https://leetcode.com/problems/evaluate-reverse-polish-notation, 2549, 591, Medium, 365209, 880249, 0.41
https://leetcode.com/problems/reverse-words-in-a-string, 2752, 3736, Medium, 657609, 2377572, 0.28
https://leetcode.com/problems/maximum-product-subarray, 10248, 318, Medium, 664625, 1936093, 0.34
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array, 5842, 367, Medium, 821060, 1722990, 0.48
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii, 2613, 361, Hard, 309068, 715337, 0.43
https://leetcode.com/problems/min-stack, 7236, 579, Easy, 903356, 1824952, 0.5
https://leetcode.com/problems/intersection-of-two-linked-lists, 7890, 803, Easy, 857457, 1757462, 0.49
https://leetcode.com/problems/find-peak-element, 5212, 3476, Medium, 701720, 1540274, 0.46
https://leetcode.com/problems/maximum-gap, 1921, 276, Hard, 133400, 325805, 0.41
https://leetcode.com/problems/compare-version-numbers, 1054, 1850, Medium, 272800, 841068, 0.32
https://leetcode.com/problems/two-sum-ii-input-array-is-sorted, 4524, 870, Medium, 837951, 1442355, 0.58
https://leetcode.com/problems/majority-element, 7919, 310, Easy, 1076530, 1736238, 0.62
https://leetcode.com/problems/excel-sheet-column-number, 2315, 230, Easy, 434317, 736834, 0.59
https://leetcode.com/problems/factorial-trailing-zeroes, 1831, 1617, Medium, 304101, 753339, 0.4
https://leetcode.com/problems/binary-search-tree-iterator, 4813, 351, Medium, 496579, 767896, 0.65
https://leetcode.com/problems/dungeon-game, 3750, 75, Hard, 163366, 452471, 0.36
https://leetcode.com/problems/combine-two-tables, 1729, 178, Easy, 485092, 703203, 0.69
https://leetcode.com/problems/second-highest-salary, 1620, 672, Medium, 432579, 1236733, 0.35
https://leetcode.com/problems/nth-highest-salary, 946, 616, Medium, 217713, 611068, 0.36
https://leetcode.com/problems/rank-scores, 1212, 195, Medium, 204676, 364325, 0.56
https://leetcode.com/problems/largest-number, 4348, 381, Medium, 296032, 913688, 0.32
https://leetcode.com/problems/consecutive-numbers, 878, 176, Medium, 171186, 379605, 0.45
https://leetcode.com/problems/employees-earning-more-than-their-managers, 1226, 148, Easy, 323255, 494694, 0.65
https://leetcode.com/problems/duplicate-emails, 948, 45, Easy, 319522, 468776, 0.68
https://leetcode.com/problems/customers-who-never-order, 794, 66, Easy, 304113, 493261, 0.62
https://leetcode.com/problems/department-highest-salary, 980, 160, Medium, 200681, 441535, 0.45
https://leetcode.com/problems/department-top-three-salaries, 977, 179, Hard, 151087, 331425, 0.46
https://leetcode.com/problems/repeated-dna-sequences, 1744, 390, Medium, 247708, 564022, 0.44
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv, 3521, 150, Hard, 226962, 691248, 0.33
https://leetcode.com/problems/rotate-array, 8264, 1206, Medium, 991555, 2593735, 0.38
https://leetcode.com/problems/reverse-bits, 2677, 749, Easy, 429766, 907073, 0.47
https://leetcode.com/problems/number-of-1-bits, 2482, 743, Easy, 630582, 1074732, 0.59
https://leetcode.com/problems/word-frequency, 329, 221, Medium, 35481, 138877, 0.26
https://leetcode.com/problems/valid-phone-numbers, 249, 672, Easy, 53041, 205904, 0.26
https://leetcode.com/problems/transpose-file, 95, 234, Medium, 17720, 71065, 0.25
https://leetcode.com/problems/tenth-line, 240, 318, Easy, 70147, 214083, 0.33
https://leetcode.com/problems/delete-duplicate-emails, 747, 1190, Easy, 195860, 387432, 0.51
https://leetcode.com/problems/rising-temperature, 783, 330, Easy, 201283, 479578, 0.42
https://leetcode.com/problems/house-robber, 10813, 237, Medium, 1004844, 2169182, 0.46
https://leetcode.com/problems/binary-tree-right-side-view, 5799, 318, Medium, 606468, 1028256, 0.59
https://leetcode.com/problems/number-of-islands, 12126, 308, Medium, 1403605, 2649677, 0.53
https://leetcode.com/problems/bitwise-and-of-numbers-range, 2114, 175, Medium, 207546, 500014, 0.42
https://leetcode.com/problems/happy-number, 4585, 641, Easy, 745533, 1415082, 0.53
https://leetcode.com/problems/remove-linked-list-elements, 4393, 154, Easy, 639651, 1495013, 0.43
https://leetcode.com/problems/count-primes, 4353, 949, Medium, 577554, 1754862, 0.33
https://leetcode.com/problems/isomorphic-strings, 3175, 612, Easy, 465694, 1112585, 0.42
https://leetcode.com/problems/reverse-linked-list, 10393, 178, Easy, 1897078, 2736268, 0.69
https://leetcode.com/problems/course-schedule, 8344, 324, Medium, 782687, 1744615, 0.45
https://leetcode.com/problems/implement-trie-prefix-tree, 6402, 86, Medium, 533402, 935309, 0.57
https://leetcode.com/problems/minimum-size-subarray-sum, 5702, 175, Medium, 468141, 1102061, 0.42
https://leetcode.com/problems/course-schedule-ii, 6019, 224, Medium, 562368, 1225302, 0.46
https://leetcode.com/problems/design-add-and-search-words-data-structure, 4532, 183, Medium, 374486, 851261, 0.44
https://leetcode.com/problems/word-search-ii, 5425, 188, Hard, 400530, 1043596, 0.38
https://leetcode.com/problems/house-robber-ii, 4689, 82, Medium, 346245, 878701, 0.39
https://leetcode.com/problems/shortest-palindrome, 2187, 177, Hard, 131036, 414451, 0.32
https://leetcode.com/problems/kth-largest-element-in-an-array, 8158, 449, Medium, 1184627, 1895845, 0.62
https://leetcode.com/problems/combination-sum-iii, 2522, 72, Medium, 271003, 428168, 0.63
https://leetcode.com/problems/contains-duplicate, 3665, 922, Easy, 1292523, 2149939, 0.6
https://leetcode.com/problems/the-skyline-problem, 3573, 189, Hard, 197327, 515440, 0.38
https://leetcode.com/problems/contains-duplicate-ii, 2106, 1747, Easy, 420924, 1041672, 0.4
https://leetcode.com/problems/contains-duplicate-iii, 2115, 2097, Medium, 193480, 893613, 0.22
https://leetcode.com/problems/maximal-square, 6609, 141, Medium, 460797, 1074445, 0.43
https://leetcode.com/problems/count-complete-tree-nodes, 4398, 300, Medium, 377859, 695646, 0.54
https://leetcode.com/problems/rectangle-area, 704, 982, Medium, 132302, 332658, 0.4
https://leetcode.com/problems/basic-calculator, 3304, 279, Hard, 274108, 683913, 0.4
https://leetcode.com/problems/implement-stack-using-queues, 1806, 769, Easy, 272899, 529053, 0.52
https://leetcode.com/problems/invert-binary-tree, 7514, 103, Easy, 926149, 1309757, 0.71
https://leetcode.com/problems/basic-calculator-ii, 3884, 518, Medium, 382848, 931944, 0.41
https://leetcode.com/problems/summary-ranges, 1351, 849, Easy, 247754, 556431, 0.45
https://leetcode.com/problems/majority-element-ii, 4194, 265, Medium, 262228, 631232, 0.42
https://leetcode.com/problems/kth-smallest-element-in-a-bst, 5642, 110, Medium, 685974, 1039789, 0.66
https://leetcode.com/problems/power-of-two, 2746, 279, Easy, 566786, 1266532, 0.45
https://leetcode.com/problems/implement-queue-using-stacks, 2867, 205, Easy, 363592, 640536, 0.57
https://leetcode.com/problems/number-of-digit-one, 632, 951, Hard, 61223, 184764, 0.33
https://leetcode.com/problems/palindrome-linked-list, 7809, 500, Easy, 865530, 1895984, 0.46
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree, 4904, 169, Easy, 675417, 1205488, 0.56
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree, 8596, 252, Medium, 893657, 1650944, 0.54
https://leetcode.com/problems/delete-node-in-a-linked-list, 3889, 11022, Easy, 745567, 1050048, 0.71
https://leetcode.com/problems/product-of-array-except-self, 10947, 678, Medium, 1037239, 1633954, 0.63
https://leetcode.com/problems/sliding-window-maximum, 8679, 302, Hard, 519776, 1128814, 0.46
https://leetcode.com/problems/search-a-2d-matrix-ii, 6599, 117, Medium, 553671, 1161134, 0.48
https://leetcode.com/problems/different-ways-to-add-parentheses, 3250, 162, Medium, 152062, 250029, 0.61
https://leetcode.com/problems/valid-anagram, 4090, 198, Easy, 1094285, 1797132, 0.61
https://leetcode.com/problems/binary-tree-paths, 3631, 169, Easy, 476834, 827639, 0.58
https://leetcode.com/problems/add-digits, 1590, 1444, Easy, 396763, 658520, 0.6
https://leetcode.com/problems/single-number-iii, 3586, 178, Medium, 240963, 359896, 0.67
https://leetcode.com/problems/trips-and-users, 663, 433, Hard, 104904, 279780, 0.37
https://leetcode.com/problems/ugly-number, 1222, 979, Easy, 279961, 669033, 0.42
https://leetcode.com/problems/ugly-number-ii, 3661, 199, Medium, 244192, 544924, 0.45
https://leetcode.com/problems/missing-number, 4776, 2781, Easy, 898523, 1532885, 0.59
https://leetcode.com/problems/h-index, 1116, 1737, Medium, 223591, 599626, 0.37
https://leetcode.com/problems/h-index-ii, 656, 981, Medium, 153521, 416935, 0.37
https://leetcode.com/problems/first-bad-version, 4108, 1530, Easy, 855132, 2089842, 0.41
https://leetcode.com/problems/perfect-squares, 6195, 279, Medium, 497277, 965368, 0.52
https://leetcode.com/problems/expression-add-operators, 2360, 392, Hard, 171756, 439890, 0.39
https://leetcode.com/problems/move-zeroes, 8030, 220, Easy, 1496432, 2487198, 0.6
https://leetcode.com/problems/peeking-iterator, 958, 666, Medium, 152535, 286753, 0.53
https://leetcode.com/problems/find-the-duplicate-number, 11437, 1216, Medium, 708116, 1213168, 0.58
https://leetcode.com/problems/game-of-life, 3503, 383, Medium, 282308, 455051, 0.62
https://leetcode.com/problems/word-pattern, 3249, 375, Easy, 339303, 846841, 0.4
https://leetcode.com/problems/nim-game, 989, 2123, Easy, 268767, 485271, 0.55
https://leetcode.com/problems/find-median-from-data-stream, 6155, 115, Hard, 415506, 832738, 0.5
https://leetcode.com/problems/serialize-and-deserialize-binary-tree, 5962, 234, Hard, 558672, 1054778, 0.53
https://leetcode.com/problems/bulls-and-cows, 1262, 1251, Medium, 254297, 544052, 0.47
https://leetcode.com/problems/longest-increasing-subsequence, 10556, 210, Medium, 765145, 1579549, 0.48
https://leetcode.com/problems/remove-invalid-parentheses, 4325, 211, Hard, 328325, 706031, 0.47
https://leetcode.com/problems/range-sum-query-immutable, 1762, 1578, Easy, 327981, 606813, 0.54
https://leetcode.com/problems/range-sum-query-2d-immutable, 2346, 242, Medium, 209301, 448646, 0.47
https://leetcode.com/problems/additive-number, 683, 604, Medium, 66668, 220063, 0.3
https://leetcode.com/problems/range-sum-query-mutable, 2557, 138, Medium, 173622, 451518, 0.38
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown, 5238, 181, Medium, 255903, 495243, 0.52
https://leetcode.com/problems/minimum-height-trees, 4792, 196, Medium, 183263, 483336, 0.38
https://leetcode.com/problems/burst-balloons, 5547, 151, Hard, 176069, 314201, 0.56
https://leetcode.com/problems/super-ugly-number, 1353, 246, Medium, 101012, 218679, 0.46
https://leetcode.com/problems/count-of-smaller-numbers-after-self, 5069, 149, Hard, 216077, 513505, 0.42
https://leetcode.com/problems/remove-duplicate-letters, 3750, 267, Medium, 150752, 365706, 0.41
https://leetcode.com/problems/maximum-product-of-word-lengths, 1617, 93, Medium, 139378, 247284, 0.56
https://leetcode.com/problems/bulb-switcher, 844, 1568, Medium, 109164, 232674, 0.47
https://leetcode.com/problems/create-maximum-number, 1225, 301, Hard, 48164, 170830, 0.28
https://leetcode.com/problems/coin-change, 9876, 241, Medium, 875613, 2210635, 0.4
https://leetcode.com/problems/wiggle-sort-ii, 1917, 768, Medium, 115362, 361302, 0.32
https://leetcode.com/problems/power-of-three, 722, 94, Easy, 431519, 998405, 0.43
https://leetcode.com/problems/count-of-range-sum, 1415, 154, Hard, 57018, 158309, 0.36
https://leetcode.com/problems/odd-even-linked-list, 4856, 376, Medium, 494507, 834873, 0.59
https://leetcode.com/problems/longest-increasing-path-in-a-matrix, 4770, 82, Hard, 296732, 605285, 0.49
https://leetcode.com/problems/patching-array, 1052, 111, Hard, 54985, 139850, 0.39
https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree, 1589, 78, Medium, 110217, 253249, 0.44
https://leetcode.com/problems/reconstruct-itinerary, 3598, 1525, Hard, 264933, 665196, 0.4
https://leetcode.com/problems/increasing-triplet-subsequence, 3516, 202, Medium, 252988, 612203, 0.41
https://leetcode.com/problems/self-crossing, 238, 438, Hard, 27128, 93295, 0.29
https://leetcode.com/problems/palindrome-pairs, 2509, 219, Hard, 143286, 396739, 0.36
https://leetcode.com/problems/house-robber-iii, 5836, 89, Medium, 271670, 509644, 0.53
https://leetcode.com/problems/counting-bits, 5482, 269, Easy, 471776, 650773, 0.72
https://leetcode.com/problems/flatten-nested-list-iterator, 2929, 1015, Medium, 271920, 467933, 0.58
https://leetcode.com/problems/power-of-four, 1300, 278, Easy, 276317, 635924, 0.43
https://leetcode.com/problems/integer-break, 2452, 315, Medium, 172013, 321987, 0.53
https://leetcode.com/problems/reverse-string, 3868, 889, Easy, 1384675, 1883330, 0.74
https://leetcode.com/problems/reverse-vowels-of-a-string, 1416, 1743, Easy, 329927, 708084, 0.47
https://leetcode.com/problems/top-k-frequent-elements, 7232, 324, Medium, 797743, 1240106, 0.64
https://leetcode.com/problems/intersection-of-two-arrays, 2428, 1832, Easy, 609024, 891880, 0.68
https://leetcode.com/problems/intersection-of-two-arrays-ii, 3874, 644, Easy, 715581, 1314857, 0.54
https://leetcode.com/problems/data-stream-as-disjoint-intervals, 581, 146, Hard, 48598, 96808, 0.5
https://leetcode.com/problems/russian-doll-envelopes, 2804, 69, Hard, 130807, 331326, 0.39
https://leetcode.com/problems/design-twitter, 1831, 259, Medium, 80268, 236369, 0.34
https://leetcode.com/problems/count-numbers-with-unique-digits, 816, 1190, Medium, 98698, 196359, 0.5
https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k, 1822, 104, Hard, 76980, 191834, 0.4
https://leetcode.com/problems/water-and-jug-problem, 663, 1046, Medium, 57546, 171579, 0.34
https://leetcode.com/problems/valid-perfect-square, 1917, 217, Easy, 328674, 767876, 0.43
https://leetcode.com/problems/largest-divisible-subset, 2977, 137, Medium, 144786, 358908, 0.4
https://leetcode.com/problems/sum-of-two-integers, 2276, 3447, Medium, 274569, 541893, 0.51
https://leetcode.com/problems/super-pow, 436, 1028, Medium, 46717, 124166, 0.38
